,date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2481,2021-10-17,57,35.0,,0.35,19.95
2482,2021-10-18,68,35.0,,0.35,23.799999999999997
2483,2021-10-19,76,35.0,,0.35,26.599999999999998
2484,2021-10-20,100,35.0,,0.35,35.0
2485,2021-10-21,90,35.0,,0.35,31.499999999999996
2486,2021-10-22,74,35.0,,0.35,25.9
2487,2021-10-23,56,35.0,,0.35,19.599999999999998
2488,2021-10-24,54,35.0,,0.35,18.9
2489,2021-10-25,61,35.0,,0.35,21.349999999999998
2490,2021-10-26,67,35.0,,0.35,23.45
2491,2021-10-27,69,35.0,,0.35,24.15
2492,2021-10-28,62,35.0,,0.35,21.7
2493,2021-10-29,58,35.0,,0.35,20.299999999999997
2494,2021-10-30,49,35.0,,0.35,17.15
2495,2021-10-31,49,35.0,,0.35,17.15
2496,2021-11-01,70,34.0,False,0.34,23.8
2497,2021-11-02,74,34.0,,0.34,25.16
2498,2021-11-03,73,34.0,,0.34,24.82
2499,2021-11-04,72,34.0,,0.34,24.48
2500,2021-11-05,66,34.0,,0.34,22.44
2501,2021-11-06,58,34.0,,0.34,19.720000000000002
2502,2021-11-07,56,34.0,,0.34,19.040000000000003
2503,2021-11-08,87,34.0,,0.34,29.580000000000002
2504,2021-11-09,100,34.0,,0.34,34.0
2505,2021-11-10,97,34.0,,0.34,32.980000000000004
2506,2021-11-11,83,34.0,,0.34,28.220000000000002
2507,2021-11-12,79,34.0,,0.34,26.860000000000003
2508,2021-11-13,70,34.0,,0.34,23.8
2509,2021-11-14,71,34.0,,0.34,24.14
2510,2021-11-15,75,34.0,,0.34,25.500000000000004
2511,2021-11-16,96,34.0,,0.34,32.64
2512,2021-11-17,82,34.0,,0.34,27.880000000000003
2513,2021-11-18,83,34.0,,0.34,28.220000000000002
2514,2021-11-19,88,34.0,,0.34,29.92
2515,2021-11-20,71,34.0,,0.34,24.14
2516,2021-11-21,65,34.0,,0.34,22.1
2517,2021-11-22,79,34.0,,0.34,26.860000000000003
2518,2021-11-23,82,34.0,,0.34,27.880000000000003
2519,2021-11-24,83,34.0,,0.34,28.220000000000002
2520,2021-11-25,72,34.0,,0.34,24.48
2521,2021-11-26,93,34.0,,0.34,31.62
2522,2021-11-27,72,34.0,,0.34,24.48
2523,2021-11-28,71,34.0,,0.34,24.14
2524,2021-11-29,74,34.0,,0.34,25.16
2525,2021-11-30,77,34.0,,0.34,26.180000000000003
2526,2021-12-01,43,34.0,False,0.34,14.620000000000001
2527,2021-12-02,41,34.0,,0.34,13.940000000000001
2528,2021-12-03,39,34.0,,0.34,13.260000000000002
2529,2021-12-04,100,34.0,,0.34,34.0
2530,2021-12-05,68,34.0,,0.34,23.12
2531,2021-12-06,66,34.0,,0.34,22.44
2532,2021-12-07,56,34.0,,0.34,19.040000000000003
2533,2021-12-08,50,34.0,,0.34,17.0
2534,2021-12-09,49,34.0,,0.34,16.66
2535,2021-12-10,49,34.0,,0.34,16.66
2536,2021-12-11,43,34.0,,0.34,14.620000000000001
2537,2021-12-12,42,34.0,,0.34,14.280000000000001
2538,2021-12-13,53,34.0,,0.34,18.02
2539,2021-12-14,54,34.0,,0.34,18.360000000000003
2540,2021-12-15,46,34.0,,0.34,15.64
2541,2021-12-16,45,34.0,,0.34,15.3
2542,2021-12-17,44,34.0,,0.34,14.96
2543,2021-12-18,41,34.0,,0.34,13.940000000000001
2544,2021-12-19,38,34.0,,0.34,12.920000000000002
2545,2021-12-20,44,34.0,,0.34,14.96
2546,2021-12-21,46,34.0,,0.34,15.64
2547,2021-12-22,43,34.0,,0.34,14.620000000000001
2548,2021-12-23,43,34.0,,0.34,14.620000000000001
2549,2021-12-24,45,34.0,,0.34,15.3
2550,2021-12-25,42,34.0,,0.34,14.280000000000001
2551,2021-12-26,40,34.0,,0.34,13.600000000000001
2552,2021-12-27,42,34.0,,0.34,14.280000000000001
2553,2021-12-28,45,34.0,,0.34,15.3
2554,2021-12-29,43,34.0,,0.34,14.620000000000001
2555,2021-12-30,45,34.0,,0.34,15.3
2556,2021-12-31,40,34.0,,0.34,13.600000000000001
2557,2022-01-01,36,42.0,False,0.42,15.12
2558,2022-01-02,38,42.0,,0.42,15.959999999999999
2559,2022-01-03,38,42.0,,0.42,15.959999999999999
2560,2022-01-04,50,42.0,,0.42,21.0
2561,2022-01-05,35,42.0,,0.42,14.7
2562,2022-01-06,51,42.0,,0.42,21.419999999999998
2563,2022-01-07,62,42.0,,0.42,26.04
2564,2022-01-08,54,42.0,,0.42,22.68
2565,2022-01-09,49,42.0,,0.42,20.58
2566,2022-01-10,52,42.0,,0.42,21.84
2567,2022-01-11,48,42.0,,0.42,20.16
2568,2022-01-12,46,42.0,,0.42,19.32
2569,2022-01-13,34,42.0,,0.42,14.28
2570,2022-01-14,34,42.0,,0.42,14.28
2571,2022-01-15,35,42.0,,0.42,14.7
2572,2022-01-16,30,42.0,,0.42,12.6
2573,2022-01-17,33,42.0,,0.42,13.86
2574,2022-01-18,36,42.0,,0.42,15.12
2575,2022-01-19,35,42.0,,0.42,14.7
2576,2022-01-20,36,42.0,,0.42,15.12
2577,2022-01-21,64,42.0,,0.42,26.88
2578,2022-01-22,100,42.0,,0.42,42.0
2579,2022-01-23,69,42.0,,0.42,28.98
2580,2022-01-24,76,42.0,,0.42,31.919999999999998
2581,2022-01-25,59,42.0,,0.42,24.779999999999998
2582,2022-01-26,55,42.0,,0.42,23.099999999999998
2583,2022-01-27,52,42.0,,0.42,21.84
2584,2022-01-28,51,42.0,,0.42,21.419999999999998
2585,2022-01-29,47,42.0,,0.42,19.74
2586,2022-01-30,43,42.0,,0.42,18.06
2587,2022-01-31,47,42.0,,0.42,19.74
2588,2022-02-01,63,36.0,False,0.36,22.68
2589,2022-02-02,57,36.0,,0.36,20.52
2590,2022-02-03,56,36.0,,0.36,20.16
2591,2022-02-04,63,36.0,,0.36,22.68
2592,2022-02-05,60,36.0,,0.36,21.599999999999998
2593,2022-02-06,51,36.0,,0.36,18.36
2594,2022-02-07,63,36.0,,0.36,22.68
2595,2022-02-08,60,36.0,,0.36,21.599999999999998
2596,2022-02-09,58,36.0,,0.36,20.88
2597,2022-02-10,48,36.0,,0.36,17.28
2598,2022-02-11,53,36.0,,0.36,19.08
2599,2022-02-12,46,36.0,,0.36,16.56
2600,2022-02-13,42,36.0,,0.36,15.12
2601,2022-02-14,49,36.0,,0.36,17.64
2602,2022-02-15,52,36.0,,0.36,18.72
2603,2022-02-16,45,36.0,,0.36,16.2
2604,2022-02-17,48,36.0,,0.36,17.28
2605,2022-02-18,51,36.0,,0.36,18.36
2606,2022-02-19,46,36.0,,0.36,16.56
2607,2022-02-20,48,36.0,,0.36,17.28
2608,2022-02-21,56,36.0,,0.36,20.16
2609,2022-02-22,62,36.0,,0.36,22.32
2610,2022-02-23,49,36.0,,0.36,17.64
2611,2022-02-24,100,36.0,,0.36,36.0
2612,2022-02-25,68,36.0,,0.36,24.48
2613,2022-02-26,51,36.0,,0.36,18.36
2614,2022-02-27,52,36.0,,0.36,18.72
2615,2022-02-28,61,36.0,,0.36,21.96
2616,2022-03-01,100,31.0,False,0.31,31.0
2617,2022-03-02,87,31.0,,0.31,26.97
2618,2022-03-03,78,31.0,,0.31,24.18
2619,2022-03-04,74,31.0,,0.31,22.94
2620,2022-03-05,67,31.0,,0.31,20.77
2621,2022-03-06,60,31.0,,0.31,18.6
2622,2022-03-07,74,31.0,,0.31,22.94
2623,2022-03-08,67,31.0,,0.31,20.77
2624,2022-03-09,76,31.0,,0.31,23.56
2625,2022-03-10,67,31.0,,0.31,20.77
2626,2022-03-11,71,31.0,,0.31,22.01
2627,2022-03-12,56,31.0,,0.31,17.36
2628,2022-03-13,55,31.0,,0.31,17.05
2629,2022-03-14,62,31.0,,0.31,19.22
2630,2022-03-15,59,31.0,,0.31,18.29
2631,2022-03-16,61,31.0,,0.31,18.91
2632,2022-03-17,60,31.0,,0.31,18.6
2633,2022-03-18,60,31.0,,0.31,18.6
2634,2022-03-19,53,31.0,,0.31,16.43
2635,2022-03-20,52,31.0,,0.31,16.12
2636,2022-03-21,57,31.0,,0.31,17.669999999999998
2637,2022-03-22,60,31.0,,0.31,18.6
2638,2022-03-23,55,31.0,,0.31,17.05
2639,2022-03-24,63,31.0,,0.31,19.53
2640,2022-03-25,62,31.0,,0.31,19.22
2641,2022-03-26,54,31.0,,0.31,16.74
2642,2022-03-27,59,31.0,,0.31,18.29
2643,2022-03-28,70,31.0,,0.31,21.7
2644,2022-03-29,65,31.0,,0.31,20.15
2645,2022-03-30,62,31.0,,0.31,19.22
2646,2022-03-31,60,31.0,,0.31,18.6
2647,2022-04-01,94,24.0,False,0.24,22.56
2648,2022-04-02,84,24.0,,0.24,20.16
2649,2022-04-03,79,24.0,,0.24,18.96
2650,2022-04-04,86,24.0,,0.24,20.64
2651,2022-04-05,84,24.0,,0.24,20.16
2652,2022-04-06,92,24.0,,0.24,22.08
2653,2022-04-07,91,24.0,,0.24,21.84
2654,2022-04-08,87,24.0,,0.24,20.88
2655,2022-04-09,76,24.0,,0.24,18.24
2656,2022-04-10,71,24.0,,0.24,17.04
2657,2022-04-11,100,24.0,,0.24,24.0
2658,2022-04-12,89,24.0,,0.24,21.36
2659,2022-04-13,86,24.0,,0.24,20.64
2660,2022-04-14,82,24.0,,0.24,19.68
2661,2022-04-15,76,24.0,,0.24,18.24
2662,2022-04-16,69,24.0,,0.24,16.56
2663,2022-04-17,66,24.0,,0.24,15.84
2664,2022-04-18,85,24.0,,0.24,20.4
2665,2022-04-19,78,24.0,,0.24,18.72
2666,2022-04-20,74,24.0,,0.24,17.759999999999998
2667,2022-04-21,75,24.0,,0.24,18.0
2668,2022-04-22,77,24.0,,0.24,18.48
2669,2022-04-23,67,24.0,,0.24,16.08
2670,2022-04-24,68,24.0,,0.24,16.32
2671,2022-04-25,86,24.0,,0.24,20.64
2672,2022-04-26,86,24.0,,0.24,20.64
2673,2022-04-27,77,24.0,,0.24,18.48
2674,2022-04-28,77,24.0,,0.24,18.48
2675,2022-04-29,78,24.0,,0.24,18.72
2676,2022-04-30,71,24.0,,0.24,17.04
2677,2022-05-01,27,36.0,False,0.36,9.719999999999999
2678,2022-05-02,28,36.0,,0.36,10.08
2679,2022-05-03,26,36.0,,0.36,9.36
2680,2022-05-04,27,36.0,,0.36,9.719999999999999
2681,2022-05-05,33,36.0,,0.36,11.879999999999999
2682,2022-05-06,35,36.0,,0.36,12.6
2683,2022-05-07,28,36.0,,0.36,10.08
2684,2022-05-08,33,36.0,,0.36,11.879999999999999
2685,2022-05-09,61,36.0,,0.36,21.96
2686,2022-05-10,58,36.0,,0.36,20.88
2687,2022-05-11,65,36.0,,0.36,23.4
2688,2022-05-12,100,36.0,,0.36,36.0
2689,2022-05-13,75,36.0,,0.36,27.0
2690,2022-05-14,55,36.0,,0.36,19.8
2691,2022-05-15,47,36.0,,0.36,16.919999999999998
2692,2022-05-16,49,36.0,,0.36,17.64
2693,2022-05-17,44,36.0,,0.36,15.84
2694,2022-05-18,47,36.0,,0.36,16.919999999999998
2695,2022-05-19,42,36.0,,0.36,15.12
2696,2022-05-20,38,36.0,,0.36,13.68
2697,2022-05-21,34,36.0,,0.36,12.24
2698,2022-05-22,34,36.0,,0.36,12.24
2699,2022-05-23,38,36.0,,0.36,13.68
2700,2022-05-24,38,36.0,,0.36,13.68
2701,2022-05-25,34,36.0,,0.36,12.24
2702,2022-05-26,34,36.0,,0.36,12.24
2703,2022-05-27,35,36.0,,0.36,12.6
2704,2022-05-28,29,36.0,,0.36,10.44
2705,2022-05-29,27,36.0,,0.36,9.719999999999999
2706,2022-05-30,35,36.0,,0.36,12.6
2707,2022-05-31,34,36.0,,0.36,12.24
2708,2022-06-01,32,42.0,False,0.42,13.44
2709,2022-06-02,31,42.0,,0.42,13.02
2710,2022-06-03,28,42.0,,0.42,11.76
2711,2022-06-04,26,42.0,,0.42,10.92
2712,2022-06-05,25,42.0,,0.42,10.5
2713,2022-06-06,31,42.0,,0.42,13.02
2714,2022-06-07,32,42.0,,0.42,13.44
2715,2022-06-08,30,42.0,,0.42,12.6
2716,2022-06-09,29,42.0,,0.42,12.18
2717,2022-06-10,28,42.0,,0.42,11.76
2718,2022-06-11,29,42.0,,0.42,12.18
2719,2022-06-12,36,42.0,,0.42,15.12
2720,2022-06-13,100,42.0,,0.42,42.0
2721,2022-06-14,95,42.0,,0.42,39.9
2722,2022-06-15,87,42.0,,0.42,36.54
2723,2022-06-16,75,42.0,,0.42,31.5
2724,2022-06-17,65,42.0,,0.42,27.3
2725,2022-06-18,98,42.0,,0.42,41.16
2726,2022-06-19,93,42.0,,0.42,39.059999999999995
2727,2022-06-20,77,42.0,,0.42,32.339999999999996
2728,2022-06-21,60,42.0,,0.42,25.2
2729,2022-06-22,57,42.0,,0.42,23.939999999999998
2730,2022-06-23,50,42.0,,0.42,21.0
2731,2022-06-24,48,42.0,,0.42,20.16
2732,2022-06-25,40,42.0,,0.42,16.8
2733,2022-06-26,38,42.0,,0.42,15.959999999999999
2734,2022-06-27,44,42.0,,0.42,18.48
2735,2022-06-28,42,42.0,,0.42,17.64
2736,2022-06-29,44,42.0,,0.42,18.48
2737,2022-06-30,50,42.0,,0.42,21.0
2738,2022-07-01,100,29.0,False,0.29,28.999999999999996
2739,2022-07-02,83,29.0,,0.29,24.069999999999997
2740,2022-07-03,83,29.0,,0.29,24.069999999999997
2741,2022-07-04,84,29.0,,0.29,24.36
2742,2022-07-05,87,29.0,,0.29,25.229999999999997
2743,2022-07-06,83,29.0,,0.29,24.069999999999997
2744,2022-07-07,80,29.0,,0.29,23.2
2745,2022-07-08,83,29.0,,0.29,24.069999999999997
2746,2022-07-09,64,29.0,,0.29,18.56
2747,2022-07-10,71,29.0,,0.29,20.59
2748,2022-07-11,75,29.0,,0.29,21.75
2749,2022-07-12,79,29.0,,0.29,22.91
2750,2022-07-13,76,29.0,,0.29,22.04
2751,2022-07-14,78,29.0,,0.29,22.619999999999997
2752,2022-07-15,69,29.0,,0.29,20.009999999999998
2753,2022-07-16,64,29.0,,0.29,18.56
2754,2022-07-17,61,29.0,,0.29,17.689999999999998
2755,2022-07-18,79,29.0,,0.29,22.91
2756,2022-07-19,76,29.0,,0.29,22.04
2757,2022-07-20,85,29.0,,0.29,24.65
2758,2022-07-21,89,29.0,,0.29,25.81
2759,2022-07-22,72,29.0,,0.29,20.88
2760,2022-07-23,60,29.0,,0.29,17.4
2761,2022-07-24,56,29.0,,0.29,16.24
2762,2022-07-25,68,29.0,,0.29,19.72
2763,2022-07-26,69,29.0,,0.29,20.009999999999998
2764,2022-07-27,66,29.0,,0.29,19.139999999999997
2765,2022-07-28,69,29.0,,0.29,20.009999999999998
2766,2022-07-29,65,29.0,,0.29,18.849999999999998
2767,2022-07-30,57,29.0,,0.29,16.529999999999998
2768,2022-07-31,56,29.0,,0.29,16.24
2769,2022-08-01,94,22.0,False,0.22,20.68
2770,2022-08-02,92,22.0,,0.22,20.24
2771,2022-08-03,89,22.0,,0.22,19.580000000000002
2772,2022-08-04,85,22.0,,0.22,18.7
2773,2022-08-05,83,22.0,,0.22,18.26
2774,2022-08-06,73,22.0,,0.22,16.06
2775,2022-08-07,73,22.0,,0.22,16.06
2776,2022-08-08,85,22.0,,0.22,18.7
2777,2022-08-09,84,22.0,,0.22,18.48
2778,2022-08-10,89,22.0,,0.22,19.580000000000002
2779,2022-08-11,88,22.0,,0.22,19.36
2780,2022-08-12,82,22.0,,0.22,18.04
2781,2022-08-13,76,22.0,,0.22,16.72
2782,2022-08-14,77,22.0,,0.22,16.94
2783,2022-08-15,86,22.0,,0.22,18.92
2784,2022-08-16,86,22.0,,0.22,18.92
2785,2022-08-17,79,22.0,,0.22,17.38
2786,2022-08-18,74,22.0,,0.22,16.28
2787,2022-08-19,100,22.0,,0.22,22.0
2788,2022-08-20,84,22.0,,0.22,18.48
2789,2022-08-21,79,22.0,,0.22,17.38
2790,2022-08-22,85,22.0,,0.22,18.7
2791,2022-08-23,80,22.0,,0.22,17.6
2792,2022-08-24,78,22.0,,0.22,17.16
2793,2022-08-25,74,22.0,,0.22,16.28
2794,2022-08-26,80,22.0,,0.22,17.6
2795,2022-08-27,82,22.0,,0.22,18.04
2796,2022-08-28,79,22.0,,0.22,17.38
2797,2022-08-29,98,22.0,,0.22,21.56
2798,2022-08-30,84,22.0,,0.22,18.48
2799,2022-08-31,82,22.0,,0.22,18.04
2800,2022-09-01,89,21.0,True,0.21,18.689999999999998
2801,2022-09-02,89,21.0,,0.21,18.689999999999998
2802,2022-09-03,73,21.0,,0.21,15.33
2803,2022-09-04,75,21.0,,0.21,15.75
2804,2022-09-05,84,21.0,,0.21,17.64
2805,2022-09-06,93,21.0,,0.21,19.529999999999998
2806,2022-09-07,100,21.0,,0.21,21.0
